"date","mkt_name","price","SAFEX","SAFEX_adj","year","month","date_num","mktyear","frapurchmt","frasalesmt","NETPURCH","BPP","SPP","LUSAKA","CHOMA","MCHINJI","mktshare","msleftpc","aprodpc","exportban","mznetimports","yearmon","travel_hours","distance_km","area_harvested","production","stock_begin","stock_end","supply","consumption","feed","FSI","cropyear","day1rain","maxdays","raincytot","tmean","gdd","heatday","mean_price","cv_price","purchase_quantity","annual_purchase","annual_sales","annual_import","month_share_buy","month_share_sale","mill_dist","count_miller","miller","weighted_fra_sales","frasales_miller","prod_percent","dev_share","long_run_share","pred_national_prod","pred_dev_prod","year_c","nation_avg","dev_price_square","logpurchase"
"2003-01-01","Chingola",1000,820.118286132812,820.118286132812,2003,1,516,2002,9298.55,0,9298.5498046875,-313.867553710938,-408.888916015625,1388.88891601562,1113.86755371094,1105.07666015625,9.06374549865723,11.800745010376,85.7412033081055,1,18353.694,"Jan 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,13002.25,21368.65,141314.725,0.0111563570672315,0.188095457564663,0,2,1,0,0,2.2628254490199,-0.00133208788796736,0.00692523368570355,2744807.26966114,-3656.32451872036,"2003",1000.23359375,0.0545660400390413,0
"2003-02-01","Chingola",1111.1,650.479675292969,651.194139173715,2003,2,517,2002,789.9,0,789.900024414062,-290.712036132812,-116.4912109375,1096.4912109375,1090.71203613281,1168.15295410156,15.5456771850586,10.9595890045166,85.7412033081055,1,27458.227,"Feb 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,13002.25,21368.65,141314.725,0.00102618790908165,0.243890536556651,0,2,1,0,0,2.2628254490199,-0.00133208788796736,0.00692523368570355,2744807.26966114,-3656.32451872036,"2003",1000.23359375,12291.36003479,0
"2003-03-01","Chingola",888.9,575.011535644531,572.290660888119,2003,3,518,2002,223.2,0,223.199996948242,-63.8434448242188,-160.350830078125,1140.35083007812,863.843444824219,1157.48266601562,16.0963077545166,10.8881340026855,85.7412033081055,1,22255.716,"Mar 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,13002.25,21368.65,141314.725,0.000200906659808482,0.244740732616785,0,2,1,0,0,2.2628254490199,-0.00133208788796736,0.00692523368570355,2744807.26966114,-3656.32451872036,"2003",1000.23359375,12395.16909729,0
"2003-04-01","Chingola",666.7,530.881469726562,527.154181815424,2003,4,519,2002,221.05,0,221.050003051758,-18.7702026367188,-84.98046875,1064.98046875,818.770202636719,839.183471679688,16.2518997192383,10.8679428100586,85.7412033081055,1,24451.098,"Apr 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,13002.25,21368.65,141314.725,0.000196985660459814,0.0241549095344685,0,2,1,0,0,2.2628254490199,-0.00133208788796736,0.00692523368570355,2744807.26966114,-3656.32451872036,"2003",1000.23359375,111244.65815979,0
"2004-01-01","Chingola",517.784916201117,941.813354492188,961.026862456265,2004,1,528,2003,1766.05,6979.15,-5213.10009765625,170.987823486328,265.430114746094,534.569885253906,429.012176513672,652.469482421875,20.2069149017334,18.4164199829102,120.80770111084,0,-5162.117,"Jan 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.0111563570672315,0.188095457564663,0,2,1,273.692156862745,6979.15,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",619.309968575419,10307.3362596048,0
"2004-02-01","Chingola",517.784916201117,987.409912109375,1004.42999861807,2004,2,529,2003,361.65,2513.55,-2151.89990234375,14.9449462890625,-74.6993408203125,877.192993164062,585.055053710938,588.3828125,20.883861541748,18.2601795196533,120.80770111084,0,-7363.842,"Feb 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.00102618790908165,0.243890536556651,0,2,1,98.5705882352941,2513.55,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",619.309968575419,10307.3362596048,0
"2004-03-01","Chingola",564.8947858473,811.032287597656,821.142662912851,2004,3,530,2003,2.25,22833.65,-22831.400390625,179.874420166016,27.638671875,740.078369140625,420.125579833984,825.503356933594,21.0224857330322,18.2281856536865,120.80770111084,0,-6349.363,"Mar 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.000200906659808482,0.244740732616785,0,2,1,895.437254901961,22833.65,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",619.309968575419,2961.01211133458,0
"2004-04-01","Chingola",611.919925512104,847.642639160156,857.257128446243,2004,4,531,2003,0,225.25,-225.25,208.552642822266,160.329956054688,666.666687011719,391.447357177734,605.693115234375,21.0233478546143,18.2279853820801,120.80770111084,0,-5299.166,"Apr 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.000196985660459814,0.0241549095344685,0,2,1,8.83333333333333,225.25,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",619.309968575419,54.6127364776506,0
"2005-01-01","Chingola",565.059842519685,615.961791992188,615.811648932478,2005,1,540,2004,0,8337.1,-8337.099609375,75.26318359375,7.90057373046875,654.970764160156,644.73681640625,758.857788085938,31.8057651519775,19.5248851776123,105.262786865234,0,-15557.498,"Jan 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.0111563570672315,0.188095457564663,0,2,1,326.945098039216,8337.1,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",586.835242372047,474.168038730254,0
"2005-02-01","Chingola",597.088976377953,490.769226074219,490.410520344293,2005,2,541,2004,0,0,0,77.6023559570312,13.74853515625,649.122802734375,642.397644042969,752.845764160156,31.8057651519775,19.5248851776123,105.262786865234,1,-7961.274,"Feb 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.00102618790908165,0.243890536556651,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",586.835242372047,105.139061063869,0
"2005-03-01","Chingola",597.088976377953,483.570495605469,480.291654613279,2005,3,542,2004,0,0,0,64.5419311523438,-58.2081909179688,721.079528808594,655.458068847656,733.142395019531,31.8057651519775,19.5248851776123,105.262786865234,1,-4344.716,"Mar 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.000200906659808482,0.244740732616785,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",586.835242372047,105.139061063869,0
"2005-04-01","Chingola",597.088976377953,479.286346435547,474.599939650571,2005,4,543,2004,0,0,0,165.175415039062,-57.888916015625,720.76025390625,554.824584960938,704.92041015625,31.8057651519775,19.5248851776123,105.262786865234,1,-2338.282,"Apr 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.000196985660459814,0.0241549095344685,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",586.835242372047,105.139061063869,0
"2006-01-01","Chingola",602.743497109826,604.907531738281,592.342901142471,2006,1,552,2005,1454.65,19867.55,-18412.900390625,-201.052612304688,-15.4691162109375,866.228088378906,921.052612304688,883.366394042969,50.9603652954102,6.27967023849487,67.6610717773438,1,25169.29265,"Jan 2006",6.68527777777778,411.405,585,1366,158,179,1529,1250,50,1200,"2005",36,40,981.753778019522,26.1143404972274,202,11,511.409260597302,178.094515722795,0,77211.95,88034.94,-1295.38426,0.0111563570672315,0.188095457564663,0,2,1,779.119607843137,19867.55,11.0214392300275,0.00836133060017872,0.00692523368570355,15055285.9882176,125882.223427725,"2006",771.201267837789,28378.0205186349,0
"2006-02-01","Chingola",657.514450867052,535.971435546875,524.150415552348,2006,2,553,2005,0,29646.68,-29646.6796875,-260.26318359375,-195.796081542969,872.319702148438,980.26318359375,609.970275878906,51.9204444885254,6.15672969818115,67.6610717773438,1,29479.3493,"Feb 2006",6.68527777777778,411.405,585,1366,158,179,1529,1250,50,1200,"2005",36,40,981.753778019522,26.1143404972274,202,11,511.409260597302,178.094515722795,0,77211.95,88034.94,-1295.38426,0.00102618790908165,0.243890536556651,0,2,1,1162.61490196078,29646.68,11.0214392300275,0.00836133060017872,0.00692523368570355,15055285.9882176,125882.223427725,"2006",771.201267837789,12924.6923529378,0
"2006-03-01","Chingola",657.514450867052,596.674621582031,581.780806014151,2006,3,554,2005,0,24157.61,-24157.609375,-136.725158691406,-186.412292480469,877.192993164062,856.725158691406,1218.54931640625,51.9204444885254,6.15672969818115,67.6610717773438,1,27504.963,"Mar 2006",6.68527777777778,411.405,585,1366,158,179,1529,1250,50,1200,"2005",36,40,981.753778019522,26.1143404972274,202,11,511.409260597302,178.094515722795,0,77211.95,88034.94,-1295.38426,0.000200906659808482,0.244740732616785,0,2,1,947.357254901961,24157.61,11.0214392300275,0.00836133060017872,0.00692523368570355,15055285.9882176,125882.223427725,"2006",771.201267837789,12924.6923529378,0
"2006-04-01","Chingola",821.893063583815,582.69775390625,566.805368826362,2006,4,555,2005,0,8807,-8807,193.684204101562,-109.787414550781,804.093566894531,526.315795898438,469.293334960938,51.9204444885254,6.15672969818115,67.6610717773438,1,15212.58215,"Apr 2006",6.68527777777778,411.405,585,1366,158,179,1529,1250,50,1200,"2005",36,40,981.753778019522,26.1143404972274,202,11,511.409260597302,178.094515722795,0,77211.95,88034.94,-1295.38426,0.000196985660459814,0.0241549095344685,0,2,1,345.372549019608,8807,11.0214392300275,0.00836133060017872,0.00692523368570355,15055285.9882176,125882.223427725,"2006",771.201267837789,2569.65815595684,0
"2007-01-01","Chingola",396.016318537859,914.720092773438,851.60014995809,2007,1,564,2006,0,3630.05,-3630.05004882812,233.684204101562,152.353759765625,739.183776855469,526.315795898438,686.115417480469,85.6674118041992,5.37785720825195,114.56950378418,1,-7571.2275,"Jan 2007",6.68527777777778,411.405,540,1212,179,201,1451,1250,50,1200,"2006",17,35,906.981706323765,25.6846188995648,206,7,415.246899477807,16.9755035873023,0,390964.15,60313.98,82172.96444,0.0111563570672315,0.188095457564663,0,2,1,142.354901960784,3630.05,0.0266070862165081,-0.000897525940884176,0.00692523368570355,32247.7884944078,-28.9432267098773,"2007",482.699415082409,7513.95922655172,0
"2007-02-01","Chingola",396.016318537859,1059.98315429688,988.072933556228,2007,2,565,2006,0,2908.5,-2908.5,198.596496582031,225.788452148438,720.469055175781,561.403503417969,690.138732910156,85.6674118041992,5.37785720825195,114.56950378418,1,-8381.565,"Feb 2007",6.68527777777778,411.405,540,1212,179,201,1451,1250,50,1200,"2006",17,35,906.981706323765,25.6846188995648,206,7,415.246899477807,16.9755035873023,0,390964.15,60313.98,82172.96444,0.00102618790908165,0.243890536556651,0,2,1,114.058823529412,2908.5,0.0266070862165081,-0.000897525940884176,0.00692523368570355,32247.7884944078,-28.9432267098773,"2007",482.699415082409,7513.95922655172,0
"2007-03-01","Chingola",428.983028720627,1279.7578125,1184.72557682553,2007,3,566,2006,0,2522.5,-2522.5,191.179260253906,277.886108398438,667.447204589844,568.820739746094,626.944091796875,85.6674118041992,5.37785720825195,114.56950378418,0,-43618.59684,"Mar 2007",6.68527777777778,411.405,540,1212,179,201,1451,1250,50,1200,"2006",17,35,906.981706323765,25.6846188995648,206,7,415.246899477807,16.9755035873023,0,390964.15,60313.98,82172.96444,0.000200906659808482,0.244740732616785,0,2,1,98.921568627451,2522.5,0.0266070862165081,-0.000897525940884176,0.00692523368570355,32247.7884944078,-28.9432267098773,"2007",482.699415082409,2885.45016376821,0
"2007-04-01","Chingola",428.983028720627,1118.20556640625,1026.4816764622,2007,4,567,2006,0,535.15,-535.150024414062,288.508758544922,348.888916015625,611.111083984375,471.491241455078,540.413024902344,85.6674118041992,5.37785720825195,114.56950378418,1,-33652.29312,"Apr 2007",6.68527777777778,411.405,540,1212,179,201,1451,1250,50,1200,"2006",17,35,906.981706323765,25.6846188995648,206,7,415.246899477807,16.9755035873023,0,390964.15,60313.98,82172.96444,0.000196985660459814,0.0241549095344685,0,2,1,20.9862745098039,535.15,0.0266070862165081,-0.000897525940884176,0.00692523368570355,32247.7884944078,-28.9432267098773,"2007",482.699415082409,2885.45016376821,0
"2008-01-01","Chingola",440.361788617886,1122.27734375,964.993820904208,2008,1,576,2007,0,35687.96,-35687.9609375,70.3448486328125,168.421081542969,631.578918457031,689.655151367188,704.042358398438,74.2927551269531,11.0487861633301,157.916137695312,1,-31332.969,"Jan 2008",6.68527777777778,411.405,912,1889,201,295,2095,1700,100,1600,"2007",36,45,929.184934256195,25.2471040476149,209,5,479.511517615176,95.6192430916447,607,396450.05,167940.29,-161649.48868,0.0111563570672315,0.188095457564663,0,2,1,1399.52784313725,35687.96,1.10881215881407,0.00341478599198231,0.00692523368570355,2094546.16799978,7152.42691404587,"2008",563.777978912602,15231.5560268615,6.41017488196617
